,sondering_id,index,pkey_sondering,sondeernummer,x,y,start_sondering_mtaw,diepte_sondering_tot,diepte,diepte_mtaw,qc,fs,qtn,rf,fr,icn,sbt,ksbt,lithostrat_id
288080,4650,355804,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.1,50.3,0.529,0.001,82.88806486511945,0.1890359168241966,0.1894931325534099,1.629348,6.0,9.972e-05,
288081,4650,355805,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.12,50.28,0.659,0.002,95.85977201187363,0.30349013657056145,0.3042053190023168,1.646107,6.0,8.86818e-05,
288082,4650,355806,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.14,50.26,0.746,0.003,102.46263178172138,0.40214477211796246,0.40313504080659324,1.676698,6.0,7.15876e-05,
288083,4650,355807,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.16,50.24,0.848,0.007,129.25651865722008,0.8254716981132075,0.8275563533831021,1.772071,6.0,3.67201e-05,
288084,4650,355808,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.18,50.22,1.384,0.015,180.7108129039573,1.083815028901734,1.0857457653019447,1.745927,6.0,4.40942e-05,
288085,4650,355809,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.2,50.199999999999996,2.371,0.018,211.642102416158,0.7591733445803458,0.7600691387973946,1.587931,6.0,0.0001332569,
288086,4650,355810,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.22,50.18,2.985,0.021,227.98247103111845,0.7035175879396987,0.7042567576711051,1.541692,6.0,0.0001841859,
288087,4650,355811,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.24,50.16,3.433,0.024,237.2544305070782,0.6990969997087096,0.6998055124204211,1.527329,6.0,0.0002036666,
288088,4650,355812,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.26,50.14,3.689,0.028,247.33256820699702,0.7590132827324478,0.7598005893561075,1.539761,6.0,0.0001866924,
288089,4650,355813,https://www.dov.vlaanderen.be/data/sondering/2018-079662,2017-11245-S3C-015d,148134.86,178177.38,50.4,13.74,0.28,50.12,3.802,0.034,260.0114708508636,0.8942661756970015,0.8952490375213661,1.576862,6.0,0.0001439924,
