feature,importance_mean,importance_std
qtn_kurtosis,0.0005714213384836686,0.0002233669243377365
diepte_kurtosis,0.0005062983488778761,0.0006089838299844608
fs_entropy,0.0004582119223667247,0.000265508734468391
diepte_mtaw_range,0.00041944276025425166,8.482893952251986e-05
rf_mad,0.00038274608621888804,0.0003230115972279386
qtn_skew,0.0003760527240465938,0.00032856181582157734
diepte_skew,0.0003550937478401073,0.00017909587351901858
fs_cv,0.00030809218749454635,0.0003589094368025313
fr_kurtosis,0.00026599683381238747,0.0001149095390377646
diepte_mtaw_iqr,0.0002515868169329138,0.00012834618427093168
fr_skew,0.00022021435647423537,0.00022750767057460068
diepte_mtaw_entropy,0.00021904073504106503,0.00028755328522375473
rf_kurtosis,0.00021612241889010786,0.00023963398784846945
diepte_mtaw_mad,0.00020521414119838431,3.4041544071588246e-05
diepte_mad,0.0001772122708219026,3.3616430661505336e-05
qc_frac_gt40,0.00016585543674334512,1.6624421833660174e-05
rf_entropy,0.00014830180357996436,0.0001371685238153523
diepte_sd,0.00011589927087720663,0.00017585102858906496
qc_count_gt40,0.00011301359659852129,1.1073398283901677e-05
diepte_iqr,0.00010124114261675921,9.206200432049837e-05
diepte_mtaw_skew,7.984778960614669e-05,0.00016014449060740987
diepte_mtaw_sd,2.123763372414711e-05,0.00024669537829108873
diepte_whole_frac_missing,0.0,0.0
diepte_mtaw_whole_frac_missing,0.0,0.0
rf_frac_missing,0.0,0.0
qtn_frac_missing,0.0,0.0
qc_frac_missing,0.0,0.0
fs_frac_missing,0.0,0.0
diepte_mtaw_frac_missing,0.0,0.0
diepte_frac_missing,0.0,0.0
fr_frac_missing,0.0,0.0
qc_kurtosis,-8.915384947716376e-06,4.9930834504885724e-05
qc_entropy,-4.1399634312089265e-05,0.0002472162394004039
fs_kurtosis,-0.00010393311534944161,0.00012161406146338698
qc_skew,-0.0001456103029612077,6.98674790812247e-05
qc_frac_gt20,-0.0001722377028707811,9.819186962362827e-05
qc_count_gt20,-0.00024060104458980546,0.00017681663764608504
qtn_mad,-0.0008305474057332507,0.005401533861663305
fs_q99,-0.0014683411684895064,0.00667507056681008
diepte_whole_q99,-0.0022961052745682276,0.006416901597890725
rf_skew,-0.005667792788871351,0.006528824836415832
